x1,x2,tekst,index
223.82,382.4116,D1/15_,10
313.97,387.5716,"WdGM [ćw], dr _Bożena Staruch, _",10
324.65,377.3716,sala A3/16_,10
398.69,392.6116,"WWW [ćw], mgr H.Pikus, sala _",10
442.15,382.4116,D2/16_,10
539.83,397.7716,"ASK [ćw], dr _",10
533.35,387.5716,"J.Szubiakowski, _",10
542.95,377.3716,sala A3/17_,10
375.77,351.07,Niedziela 12.12.2021_,10
85.8,336.2716,07:00_,10
137.18,336.2716,08:00_,10
188.54,336.2716,09:00_,10
239.9,336.2716,10:00_,10
291.29,336.2716,11:00_,10
342.65,336.2716,12:00_,10
394.01,336.2716,13:00_,10
445.39,336.2716,14:00_,10
496.75,336.2716,15:00_,10
548.11,336.2716,16:00_,10
599.5,336.2716,17:00_,10
650.86,336.2716,18:00_,10
702.22,336.2716,19:00_,10
753.6,336.2716,20:00_,10
224.06,303.7816,"WdGM [ćw], dr _Bożena Staruch, _",10
234.74,293.5816,sala A3/16_,10
309.77,308.8216,"ERI [ćw], mgr inż. R.Cybulski, _",10
526.99,308.8216,"IO [ćw], mgr inż. M.Żużel, sala _",10
346.13,298.6216,sala E0/8_,10
570.67,298.6216,E1/16_,10
181.34,255.3016,"ERI [ćw], mgr inż. R.Cybulski, _",10
217.7,245.0816,sala E0/8_,10
313.97,250.2616,"WdGM [ćw], dr _Bożena Staruch, _",10
324.65,240.0416,sala A3/16_,10
398.57,255.3016,"IO [ćw], mgr inż. M.Żużel, sala _",10
442.27,245.0816,E1/16_,10
25.2,412.3816,ISI_,10
48.72,439.2616,ISI 1_,10
48.72,385.7416,ISI 2_,10
25.2,275.0716,ISI_,10
48.72,301.9516,ISI 1_,10
48.72,248.4316,ISI 2_,10
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",10
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,10
319.85,115.9016,Przedst. samorz. stud.:_,10
615.22,115.9016,Dziekan:_,10
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,11
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",11
381.53,488.40000000000003,Sobota 18.12.2021_,11
85.8,473.5816,07:00_,11
137.18,473.5816,08:00_,11
188.54,473.5816,09:00_,11
239.9,473.5816,10:00_,11
291.29,473.5816,11:00_,11
342.65,473.5816,12:00_,11
394.01,473.5816,13:00_,11
445.39,473.5816,14:00_,11
496.75,473.5816,15:00_,11
548.11,473.5816,16:00_,11
599.5,473.5816,17:00_,11
650.86,473.5816,18:00_,11
702.22,473.5816,19:00_,11
753.6,473.5816,20:00_,11
202.94,414.3316,Blok językowy_,11
399.53,409.1716,"WdGM [w], dr hab. _A.Denisiuk,sala C2_",11
489.43,409.1716,"WdGM [w], dr hab. _A.Denisiuk,sala C2_",11
593.26,424.5316,"ASK [w], dr _",11
584.71,414.3316,"J.Szubiakowski, _",11
599.74,404.1316,sala C2_,11
85.8,336.2716,07:00_,11
137.18,336.2716,08:00_,11
188.54,336.2716,09:00_,11
239.9,336.2716,10:00_,11
291.29,336.2716,11:00_,11
342.65,336.2716,12:00_,11
394.01,336.2716,13:00_,11
445.39,336.2716,14:00_,11
496.75,336.2716,15:00_,11
548.11,336.2716,16:00_,11
599.5,336.2716,17:00_,11
650.86,336.2716,18:00_,11
702.22,336.2716,19:00_,11
753.6,336.2716,20:00_,11
375.77,351.07,Niedziela 19.12.2021_,11
131.9,271.8616,"ERI [w], dr inż. _B.Nowak, sala C2_",11
221.78,271.8616,"ERI [w], dr inż. _B.Nowak, sala C2_",11
311.69,271.8616,"WWW [w], dr inż. _B.Nowak, sala C2_",11
25.2,412.3816,ISI_,11
48.72,439.2616,ISI 1_,11
48.72,385.7416,ISI 2_,11
25.2,275.0716,ISI_,11
48.72,301.9516,ISI 1_,11
48.72,248.4316,ISI 2_,11
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",11
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,11
319.85,115.9016,Przedst. samorz. stud.:_,11
615.22,115.9016,Dziekan:_,11
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,12
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",12
381.53,488.40000000000003,Sobota 25.12.2021_,12
85.8,473.5816,07:00_,12
137.18,473.5816,08:00_,12
188.54,473.5816,09:00_,12
239.9,473.5816,10:00_,12
291.29,473.5816,11:00_,12
342.65,473.5816,12:00_,12
394.01,473.5816,13:00_,12
445.39,473.5816,14:00_,12
496.75,473.5816,15:00_,12
548.11,473.5816,16:00_,12
599.5,473.5816,17:00_,12
650.86,473.5816,18:00_,12
702.22,473.5816,19:00_,12
753.6,473.5816,20:00_,12
85.8,336.2716,07:00_,12
137.18,336.2716,08:00_,12
188.54,336.2716,09:00_,12
239.9,336.2716,10:00_,12
291.29,336.2716,11:00_,12
342.65,336.2716,12:00_,12
394.01,336.2716,13:00_,12
445.39,336.2716,14:00_,12
496.75,336.2716,15:00_,12
548.11,336.2716,16:00_,12
599.5,336.2716,17:00_,12
650.86,336.2716,18:00_,12
702.22,336.2716,19:00_,12
753.6,336.2716,20:00_,12
375.77,351.07,Niedziela 26.12.2021_,12
25.2,412.3816,ISI_,12
48.72,439.2616,ISI 1_,12
48.72,385.7416,ISI 2_,12
25.2,275.0716,ISI_,12
48.72,301.9516,ISI 1_,12
48.72,248.4316,ISI 2_,12
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",12
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,12
319.85,115.9016,Przedst. samorz. stud.:_,12
615.22,115.9016,Dziekan:_,12
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,13
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",13
381.53,488.40000000000003,Sobota 01.01.2022_,13
85.8,473.5816,07:00_,13
137.18,473.5816,08:00_,13
188.54,473.5816,09:00_,13
239.9,473.5816,10:00_,13
291.29,473.5816,11:00_,13
342.65,473.5816,12:00_,13
394.01,473.5816,13:00_,13
445.39,473.5816,14:00_,13
496.75,473.5816,15:00_,13
548.11,473.5816,16:00_,13
599.5,473.5816,17:00_,13
650.86,473.5816,18:00_,13
702.22,473.5816,19:00_,13
753.6,473.5816,20:00_,13
85.8,336.2716,07:00_,13
137.18,336.2716,08:00_,13
188.54,336.2716,09:00_,13
239.9,336.2716,10:00_,13
291.29,336.2716,11:00_,13
342.65,336.2716,12:00_,13
394.01,336.2716,13:00_,13
445.39,336.2716,14:00_,13
496.75,336.2716,15:00_,13
548.11,336.2716,16:00_,13
599.5,336.2716,17:00_,13
650.86,336.2716,18:00_,13
702.22,336.2716,19:00_,13
753.6,336.2716,20:00_,13
375.77,351.07,Niedziela 02.01.2022_,13
25.2,412.3816,ISI_,13
48.72,439.2616,ISI 1_,13
48.72,385.7416,ISI 2_,13
25.2,275.0716,ISI_,13
48.72,301.9516,ISI 1_,13
48.72,248.4316,ISI 2_,13
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",13
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,13
319.85,115.9016,Przedst. samorz. stud.:_,13
615.22,115.9016,Dziekan:_,13
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,14
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",14
381.53,488.40000000000003,Sobota 08.01.2022_,14
85.8,473.5816,07:00_,14
137.18,473.5816,08:00_,14
188.54,473.5816,09:00_,14
239.9,473.5816,10:00_,14
291.29,473.5816,11:00_,14
342.65,473.5816,12:00_,14
394.01,473.5816,13:00_,14
445.39,473.5816,14:00_,14
496.75,473.5816,15:00_,14
548.11,473.5816,16:00_,14
599.5,473.5816,17:00_,14
650.86,473.5816,18:00_,14
702.22,473.5816,19:00_,14
753.6,473.5816,20:00_,14
134.18,441.09159999999997,"WdGM [ćw], dr _Bożena Staruch, _",14
144.86,430.8916,sala E0/15_,14
224.06,441.09159999999997,"WdGM [ćw], dr _Bożena Staruch, _",14
234.74,430.8916,sala E0/15_,14
309.17,446.1316,"ME [ćw], mgr inż. A.Froń, sala _",14
437.23,446.1316,"WWW [ćw], mgr H.Pikus, sala _",14
352.25,435.9316,D1/15_,14
480.67,435.9316,D2/16_,14
180.74,392.6116,"ME [ćw], mgr inż. A.Froń, sala _",14
223.82,382.4116,D1/15_,14
313.97,387.5716,"WdGM [ćw], dr _Bożena Staruch, _",14
324.65,377.3716,sala E0/15_,14
403.85,387.5716,"WdGM [ćw], dr _Bożena Staruch, _",14
414.53,377.3716,sala E0/15_,14
565.63,392.6116,"WWW [ćw], mgr H.Pikus, sala _",14
609.1,382.4116,D2/16_,14
85.8,336.2716,07:00_,14
137.18,336.2716,08:00_,14
188.54,336.2716,09:00_,14
239.9,336.2716,10:00_,14
291.29,336.2716,11:00_,14
342.65,336.2716,12:00_,14
394.01,336.2716,13:00_,14
445.39,336.2716,14:00_,14
496.75,336.2716,15:00_,14
548.11,336.2716,16:00_,14
599.5,336.2716,17:00_,14
650.86,336.2716,18:00_,14
702.22,336.2716,19:00_,14
753.6,336.2716,20:00_,14
375.77,351.07,Niedziela 09.01.2022_,14
129.98,308.8216,"ERI [ćw], mgr inż. R.Cybulski, _",14
257.3,308.8216,"IO [ćw], mgr inż. M.Żużel, sala _",14
166.34,298.6216,sala E0/8_,14
301.01,298.6216,E1/16_,14
258.38,255.3016,"ERI [ćw], mgr inż. R.Cybulski, _",14
385.73,255.3016,"IO [ćw], mgr inż. M.Żużel, sala _",14
294.77,245.0816,sala E0/8_,14
429.41,245.0816,E1/16_,14
25.2,412.3816,ISI_,14
48.72,439.2616,ISI 1_,14
48.72,385.7416,ISI 2_,14
25.2,275.0716,ISI_,14
48.72,301.9516,ISI 1_,14
48.72,248.4316,ISI 2_,14
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",14
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,14
319.85,115.9016,Przedst. samorz. stud.:_,14
615.22,115.9016,Dziekan:_,14
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,15
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",15
381.53,488.40000000000003,Sobota 15.01.2022_,15
85.8,473.5816,07:00_,15
137.18,473.5816,08:00_,15
188.54,473.5816,09:00_,15
239.9,473.5816,10:00_,15
291.29,473.5816,11:00_,15
342.65,473.5816,12:00_,15
394.01,473.5816,13:00_,15
445.39,473.5816,14:00_,15
496.75,473.5816,15:00_,15
548.11,473.5816,16:00_,15
599.5,473.5816,17:00_,15
650.86,473.5816,18:00_,15
702.22,473.5816,19:00_,15
753.6,473.5816,20:00_,15
134.18,441.09159999999997,"WdGM [ćw], dr _Bożena Staruch, _",15
144.86,430.8916,sala A3/16_,15
224.06,441.09159999999997,"WdGM [ćw], dr _Bożena Staruch, _",15
234.74,430.8916,sala A3/16_,15
309.17,446.1316,"ME [ćw], mgr inż. A.Froń, sala _",15
437.23,446.1316,"WWW [ćw], mgr H.Pikus, sala _",15
352.25,435.9316,D1/15_,15
480.67,435.9316,D2/16_,15
180.74,392.6116,"ME [ćw], mgr inż. A.Froń, sala _",15
223.82,382.4116,D1/15_,15
313.97,387.5716,"WdGM [ćw], dr _Bożena Staruch, _",15
324.65,377.3716,sala A3/16_,15
403.85,387.5716,"WdGM [ćw], dr _Bożena Staruch, _",15
414.53,377.3716,sala A3/16_,15
565.63,392.6116,"WWW [ćw], mgr H.Pikus, sala _",15
609.1,382.4116,D2/16_,15
85.8,336.2716,07:00_,15
137.18,336.2716,08:00_,15
188.54,336.2716,09:00_,15
239.9,336.2716,10:00_,15
291.29,336.2716,11:00_,15
342.65,336.2716,12:00_,15
394.01,336.2716,13:00_,15
445.39,336.2716,14:00_,15
496.75,336.2716,15:00_,15
548.11,336.2716,16:00_,15
599.5,336.2716,17:00_,15
650.86,336.2716,18:00_,15
702.22,336.2716,19:00_,15
753.6,336.2716,20:00_,15
375.77,351.07,Niedziela 16.01.2022_,15
129.98,308.8216,"ERI [ćw], mgr inż. R.Cybulski, _",15
257.3,308.8216,"IO [ćw], mgr inż. M.Żużel, sala _",15
385.85,308.8216,"WWW [ćw], mgr H.Pikus, sala _",15
166.34,298.6216,sala E0/8_,15
301.01,298.6216,E1/16_,15
429.29,298.6216,D2/16_,15
258.38,255.3016,"ERI [ćw], mgr inż. R.Cybulski, _",15
385.73,255.3016,"IO [ćw], mgr inż. M.Żużel, sala _",15
514.27,255.3016,"WWW [ćw], mgr H.Pikus, sala _",15
294.77,245.0816,sala E0/8_,15
429.41,245.0816,E1/16_,15
557.71,245.0816,D2/16_,15
25.2,412.3816,ISI_,15
48.72,439.2616,ISI 1_,15
48.72,385.7416,ISI 2_,15
25.2,275.0716,ISI_,15
48.72,301.9516,ISI 1_,15
48.72,248.4316,ISI 2_,15
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",15
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,15
319.85,115.9016,Przedst. samorz. stud.:_,15
615.22,115.9016,Dziekan:_,15
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,16
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",16
381.53,488.40000000000003,Sobota 22.01.2022_,16
85.8,473.5816,07:00_,16
137.18,473.5816,08:00_,16
188.54,473.5816,09:00_,16
239.9,473.5816,10:00_,16
291.29,473.5816,11:00_,16
342.65,473.5816,12:00_,16
394.01,473.5816,13:00_,16
445.39,473.5816,14:00_,16
496.75,473.5816,15:00_,16
548.11,473.5816,16:00_,16
599.5,473.5816,17:00_,16
650.86,473.5816,18:00_,16
702.22,473.5816,19:00_,16
753.6,473.5816,20:00_,16
202.94,414.3316,Blok językowy_,16
406.49,424.5316,"ME [w], dr hab. _",16
496.39,424.5316,"ME [w], dr hab. _",16
397.73,414.3316,"L.Błaszkiewicz, sala _",16
487.63,414.3316,"L.Błaszkiewicz, sala _",16
428.45,404.1316,C2_,16
518.35,404.1316,C2_,16
85.8,336.2716,07:00_,16
137.18,336.2716,08:00_,16
188.54,336.2716,09:00_,16
239.9,336.2716,10:00_,16
291.29,336.2716,11:00_,16
342.65,336.2716,12:00_,16
394.01,336.2716,13:00_,16
445.39,336.2716,14:00_,16
496.75,336.2716,15:00_,16
548.11,336.2716,16:00_,16
599.5,336.2716,17:00_,16
650.86,336.2716,18:00_,16
702.22,336.2716,19:00_,16
753.6,336.2716,20:00_,16
375.77,351.07,Niedziela 23.01.2022_,16
129.86,271.8616,"WdGM [w], dr hab. _A.Denisiuk,sala C2_",16
219.74,271.8616,"WdGM [w], dr hab. _A.Denisiuk,sala C2_",16
311.69,271.8616,"ERI [w], dr inż. _B.Nowak, sala C2_",16
401.57,271.8616,"WWW [w], dr inż. _B.Nowak, sala C2_",16
490.39,282.0616,"IO [w], dr M.Kolev, _",16
580.27,282.0616,"IO [w], dr M.Kolev, _",16
509.83,271.8616,sala C2_,16
599.74,271.8616,sala C2_,16
25.2,412.3816,ISI_,16
48.72,439.2616,ISI 1_,16
48.72,385.7416,ISI 2_,16
25.2,275.0716,ISI_,16
48.72,301.9516,ISI 1_,16
48.72,248.4316,ISI 2_,16
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",16
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,16
319.85,115.9016,Przedst. samorz. stud.:_,16
615.22,115.9016,Dziekan:_,16
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,17
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",17
381.53,488.40000000000003,Sobota 29.01.2022_,17
85.8,473.5816,07:00_,17
137.18,473.5816,08:00_,17
188.54,473.5816,09:00_,17
239.9,473.5816,10:00_,17
291.29,473.5816,11:00_,17
342.65,473.5816,12:00_,17
394.01,473.5816,13:00_,17
445.39,473.5816,14:00_,17
496.75,473.5816,15:00_,17
548.11,473.5816,16:00_,17
599.5,473.5816,17:00_,17
650.86,473.5816,18:00_,17
702.22,473.5816,19:00_,17
753.6,473.5816,20:00_,17
130.34,435.9316,"ME [ćw], mgr inż. _A.Froń, sala D1/15_",17
222.14,441.09159999999997,"ERI [ćw], mgr inż. _R.Cybulski, sala _",17
245.54,430.8916,E0/8_,17
313.97,441.09159999999997,"WdGM [ćw], dr _Bożena Staruch, _",17
324.65,430.8916,sala A3/16_,17
404.33,446.1316,"IO [ćw], mgr inż. _",17
488.59,446.1316,"WWW [ćw], mgr H.Pikus, sala _",17
397.97,435.9316,"M.Żużel, sala E1/16_",17
532.03,435.9316,D2/16_,17
220.22,382.4116,"ME [ćw], mgr inż. _A.Froń, sala D1/15_",17
312.05,387.5716,"ERI [ćw], mgr inż. _R.Cybulski, sala _",17
335.45,377.3716,E0/8_,17
403.85,387.5716,"WdGM [ćw], dr _Bożena Staruch, _",17
414.53,377.3716,sala A3/16_,17
494.23,392.6116,"IO [ćw], mgr inż. _",17
487.87,382.4116,"M.Żużel, sala E1/16_",17
617.02,392.6116,"WWW [ćw], mgr H.Pikus, sala _",17
660.46,382.4116,D2/16_,17
85.8,336.2716,07:00_,17
137.18,336.2716,08:00_,17
188.54,336.2716,09:00_,17
239.9,336.2716,10:00_,17
291.29,336.2716,11:00_,17
342.65,336.2716,12:00_,17
394.01,336.2716,13:00_,17
445.39,336.2716,14:00_,17
496.75,336.2716,15:00_,17
548.11,336.2716,16:00_,17
599.5,336.2716,17:00_,17
650.86,336.2716,18:00_,17
702.22,336.2716,19:00_,17
753.6,336.2716,20:00_,17
375.77,351.07,Niedziela 30.01.2022_,17
25.2,412.3816,ISI_,17
48.72,439.2616,ISI 1_,17
48.72,385.7416,ISI 2_,17
25.2,275.0716,ISI_,17
48.72,301.9516,ISI 1_,17
48.72,248.4316,ISI 2_,17
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",17
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,17
319.85,115.9016,Przedst. samorz. stud.:_,17
615.22,115.9016,Dziekan:_,17
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,18
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",18
381.53,488.40000000000003,Sobota 05.02.2022_,18
85.8,473.5816,07:00_,18
137.18,473.5816,08:00_,18
188.54,473.5816,09:00_,18
239.9,473.5816,10:00_,18
291.29,473.5816,11:00_,18
342.65,473.5816,12:00_,18
394.01,473.5816,13:00_,18
445.39,473.5816,14:00_,18
496.75,473.5816,15:00_,18
548.11,473.5816,16:00_,18
599.5,473.5816,17:00_,18
650.86,473.5816,18:00_,18
702.22,473.5816,19:00_,18
753.6,473.5816,20:00_,18
85.8,336.2716,07:00_,18
137.18,336.2716,08:00_,18
188.54,336.2716,09:00_,18
239.9,336.2716,10:00_,18
291.29,336.2716,11:00_,18
342.65,336.2716,12:00_,18
394.01,336.2716,13:00_,18
445.39,336.2716,14:00_,18
496.75,336.2716,15:00_,18
548.11,336.2716,16:00_,18
599.5,336.2716,17:00_,18
650.86,336.2716,18:00_,18
702.22,336.2716,19:00_,18
753.6,336.2716,20:00_,18
375.77,351.07,Niedziela 06.02.2022_,18
25.2,412.3816,ISI_,18
48.72,439.2616,ISI 1_,18
48.72,385.7416,ISI 2_,18
25.2,275.0716,ISI_,18
48.72,301.9516,ISI 1_,18
48.72,248.4316,ISI 2_,18
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",18
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,18
319.85,115.9016,Przedst. samorz. stud.:_,18
615.22,115.9016,Dziekan:_,18
349.73,533.7216,Plan NS sem. zimowy 2021/2022_,19
309.17,516.6516,"Informatyka, NS - I st., rok III, semestr 5_",19
381.53,488.40000000000003,Sobota 12.02.2022_,19
85.8,473.5816,07:00_,19
137.18,473.5816,08:00_,19
188.54,473.5816,09:00_,19
239.9,473.5816,10:00_,19
291.29,473.5816,11:00_,19
342.65,473.5816,12:00_,19
394.01,473.5816,13:00_,19
445.39,473.5816,14:00_,19
496.75,473.5816,15:00_,19
548.11,473.5816,16:00_,19
599.5,473.5816,17:00_,19
650.86,473.5816,18:00_,19
702.22,473.5816,19:00_,19
753.6,473.5816,20:00_,19
85.8,336.2716,07:00_,19
137.18,336.2716,08:00_,19
188.54,336.2716,09:00_,19
239.9,336.2716,10:00_,19
291.29,336.2716,11:00_,19
342.65,336.2716,12:00_,19
394.01,336.2716,13:00_,19
445.39,336.2716,14:00_,19
496.75,336.2716,15:00_,19
548.11,336.2716,16:00_,19
599.5,336.2716,17:00_,19
650.86,336.2716,18:00_,19
702.22,336.2716,19:00_,19
753.6,336.2716,20:00_,19
375.77,351.07,Niedziela 13.02.2022_,19
25.2,412.3816,ISI_,19
48.72,439.2616,ISI 1_,19
48.72,385.7416,ISI 2_,19
25.2,275.0716,ISI_,19
48.72,301.9516,ISI 1_,19
48.72,248.4316,ISI 2_,19
47.64,186.1316,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - InżyniERI oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",19
47.64,101.86160000000001,Wykonał:_Mariusz Bodzioch_,19
319.85,115.9016,Przedst. samorz. stud.:_,19
615.22,115.9016,Dziekan:_,19
